TEfam	Cont	Sel	DiffSelCont	log2SelCont	regime_Df	regime_F	regime_P	regime_Bonf	inter_Df	inter_F	inter_P	inter_Bonf	study_Df	study_F	study_P	study_Bonf	adj_R_squared	Df_resid	regime_fdr	inter_fdr	study_fdr	fb_id	source_id	flybase_name	species	te_name	te_type_gff	te_type_fasta	repbase_fasta_header_subtype	te_subtype_fasta	misc_subtype	repbase_species	percentage	match	synonym	repbase_meta	TEsubclass	TEclass	length
BS3	0.0053913015925569	0.00577091552131616	0.000379613928759261	0.0981665949592769	1	3.41	0.0727773622967354	FALSE	3	5.12	0.00451640557989602	FALSE	3	116.58	3.25428961469768e-19	TRUE	0.889300323908693	38	0.129242557182134	0.0108183668541695	3.72435367015401e-18	FBte0000420	nnnnnnnn	BS3	Dmel	BS3	non_LTR_retrotransposon	LINE	Jockey	Jockey	Jockey	Drosophila_melanogaster	100	1	NA	Jockey|Non-LTR_Retrotransposon|Transposable_Element|BS3_DM;JOCKEY_clade|ORF2|reverse_transcriptase.	non-LTR	RNA	1790
CIRC	0.0118296824437201	0.0123936708043436	0.000563988360623453	0.0671922071934874	1	4.77	0.0351387123531787	FALSE	3	8.68	0.000162829888493259	TRUE	3	12.74	6.57143292587994e-06	TRUE	0.579607670214793	38	0.0723857474475481	0.00069881160478357	7.69156353824584e-06	FBte0000616	nnnnnnnn	Circe	Dmel	Circe	LTR_retrotransposon	LTR	LTR_Retrotransposon	?	Composite	Drosophila_melanogaster	98.755	1	NA	LTR_Retrotransposon|Transposable_Element|CIRCE;composite_transposon|non_LTR_retrotransposon.	LTR	RNA	7450
DIVER2	0.00510316723845511	0.00531344142135402	0.000210274182898909	0.0582536498568523	1	0.38	0.541716107911468	FALSE	3	1.72	0.178744088655359	FALSE	3	105.32	1.8318292087698e-18	TRUE	0.874824787810452	38	0.641342058791738	0.230659328869231	1.71525825912081e-17	FBte0001178	nnnnnnnn	diver2	Dmel	diver2	LTR_retrotransposon	LTR	BEL	Bel-Pao	Pao	Drosophila_melanogaster	100	1	NA	BEL|LTR_Retrotransposon|Transposable_Element|Nonautonomous;gag|Retrovirus|endonuclease|internal_portion;nonautonomous_LTR_retrotransposon|RT|the_BCDRP_group;DIVER2_LTR|DIVER2_I.	LTR	RNA	4917
DM_ROO	0.0452450792680108	0.0476071244102027	0.00236204514219185	0.07341659199322	1	4.85	0.0338414330975077	FALSE	3	1.44	0.245874024764572	FALSE	3	30.11	3.862379071939e-10	TRUE	0.672704396251073	38	0.0711360736539448	0.295220377744106	6.85905248982271e-10	FBte0000100	AY180917	roo	Dmel	roo	LTR_retrotransposon	LTR	BEL	Bel-Pao	Pao	Drosophila_melanogaster	99.612	1	NA	BEL|LTR_Retrotransposon|Transposable_Element;endogenous_retrovirus|ORF1|gag|pol|BCDPR_superfamily|env;internal_portion|B104|ROO_LTR|ROO_I.	LTR	RNA	9092
DM06920	0.00587029831052317	0.00722129937149531	0.00135100106097214	0.298824634672181	1	11.97	0.00134749764093943	FALSE	3	2.95	0.0447618964747928	FALSE	3	6.7	0.000964752481922271	FALSE	0.429929204607919	38	0.00578301070903172	0.0698556869227827	0.00101397454732647	FBte0000143	U06920	HeT-A	Dmel	HeT-A	non_LTR_retrotransposon	LINE	Jockey	Jockey	telomeric	Drosophila_melanogaster	99.984	1	NA	Jockey|Non-LTR_Retrotransposon|Transposable_Element|HETA;telomere.	non-LTR	RNA	6083
DM23420	0.00562829828710673	0.00611858717106155	0.000490288883954816	0.120499771786416	1	1.61	0.212812494496333	FALSE	3	1.59	0.208684235425992	FALSE	3	27.93	1.03196041246388e-09	TRUE	0.648838797663946	38	0.332116468683671	0.262127759132648	1.71438584651258e-09	FBte0000266	U23420	3S18	Dmel	3S18	LTR_retrotransposon	LTR	BEL	Bel-Pao	Pao	Drosophila_melanogaster	100	1	1	BEL|LTR_Retrotransposon|Transposable_Element|BEL_I|BEL_LTR;endogenous_retrovirus|endonuclease|gag|reverse_transcriptase;internal_portion.	LTR	RNA	6126
DM33463	0.010968897046116	0.0116199249943242	0.000651027948208184	0.0831822903599317	1	10.87	0.00212839091000124	FALSE	3	4.68	0.00703523012554175	FALSE	3	119.45	2.14646347160184e-19	TRUE	0.893180619763293	38	0.00811941717518992	0.0145658410199331	2.76357171968737e-18	FBte0001005	U33463	S-element	Dmel	S-element	terminal_inverted_repeat_element	DNA	Mariner/Tc1	Tc1-Mariner	Tc1	Drosophila_melanogaster	100	1	NA	Mariner/Tc1|DNA_transposon|Transposable_Element|S_DM|TIR;Tc1/mariner_superfamily|transposase.	TIR	DNA	1736
DM88	0.00782205346456378	0.00789105359466028	6.90001300965044e-05	0.0126705412232162	1	0.56	0.460576453145262	FALSE	3	14.91	1.42864788792852e-06	TRUE	3	39.35	9.69293363744133e-12	TRUE	0.776515862847824	38	0.592992183424525	1.1319287112049e-05	2.3217957317592e-11	FBte0000267	nnnnnnnn	Dm88	Dmel	Dm88	LTR_retrotransposon	LTR	Copia	Copia	Copia	Drosophila_melanogaster	100	1	1	Copia|LTR_Retrotransposon|Transposable_Element|COPIA2I_DM;COPIA2LTR_DM|Retrovirus|COPIA_superfamily;gag-reverse_transcriptase.	LTR	RNA	4558
DMBARI1	0.0194151031212967	0.0205611384028268	0.00114603528153013	0.0827407740468183	1	3.78	0.0592002288030087	FALSE	3	5.85	0.00217562998048514	FALSE	3	43.94	1.96807345340963e-12	TRUE	0.764607859638443	38	0.114040031014683	0.00574589456384537	5.33451488687347e-12	FBte0000034	X67681	Bari1	Dmel	Bari1	terminal_inverted_repeat_element	DNA	Mariner/Tc1	Tc1-Mariner	Tc1	Drosophila_melanogaster	100	1	NA	Mariner/Tc1|DNA_transposon|Transposable_Element|BARI_DM;DMBARI1|Mobile_genetic_element|transposon.	TIR	DNA	1728
DMBLPP	0.00899894048142083	0.00881143914542278	-0.00018750133599805	-0.0303774818383862	1	0.24	0.629460498698137	FALSE	3	1.51	0.226985686962864	FALSE	3	2.61	0.0652582483897107	FALSE	0.110877055606797	38	0.711874090108868	0.278327687585417	0.0652582483897107	FBte0000660	Z27119	flea	Dmel	flea	LTR_retrotransposon	LTR	Gypsy	Gypsy	Gypsy	Drosophila_melanogaster	100	1	1	Gypsy|LTR_Retrotransposon|Transposable_Element|BLASTOPIA_I;BLASTOPIA_LTR|Gypsy_superfamily|gag|pol|internal_portion.	LTR	RNA	5034
DMCOPIA	0.0225757594951808	0.016335866825795	-0.00623989266938577	-0.466731513609946	1	16.29	0.000253990105871404	TRUE	3	18.56	1.40772638839924e-07	TRUE	3	81.73	1.25043833476279e-16	TRUE	0.873297651314392	38	0.00153888122969145	1.81244772506402e-06	7.15528602669819e-16	FBte0000023	X02599	copia	Dmel	copia	LTR_retrotransposon	LTR	Copia	Copia	Copia	Drosophila_melanogaster	100	1	NA	Copia|LTR_Retrotransposon|Transposable_Element|COPIA_DM;COPIA_DM_I|COPIA_DM_LTR|Copia_element|DMCOPIA;Long_terminal_repeat|Repetitive_element|internal_portion.	LTR	RNA	5143
DMCR1A	0.0350362391814711	0.0366059846530301	0.00156974547155901	0.0632316084771703	1	22.34	3.1056826367924e-05	TRUE	3	7.53	0.000450098042465212	TRUE	3	54.93	6.91072957792788e-14	TRUE	0.818349000052154	38	0.000290804828717834	0.0015986240818592	2.22439108289554e-13	FBte0000140	nnnnnnnn	Cr1a	Dmel	Cr1a	non_LTR_retrotransposon	LINE	CR1	CR1	CR1	Drosophila_melanogaster	100	1	NA	CR1|Non-LTR_Retrotransposon|Transposable_Element;CR1_superfamily|DMCR1A|ORF1|ORF2.	non-LTR	RNA	4470
DMDM11	0.00600086131519988	0.00631418158706627	0.000313320271866382	0.0734261627616358	1	4.64	0.0375816192756419	FALSE	3	8.03	0.000286900899518233	TRUE	3	31.81	1.85008111239562e-10	TRUE	0.722540672434391	38	0.0759001330468846	0.00113656894809146	3.40282776029909e-10	FBte0000042	X14037	micropia	Dmel	micropia	LTR_retrotransposon	LTR	LTR_Retrotransposon	?	Gypsy	Drosophila_melanogaster	99.911	1	NA	LTR_Retrotransposon|Transposable_Element|DM2|MICROPIA_I;MICROPIA_LTR|gag|pol|internal_portion.	LTR	RNA	5461
DME010298	0.00841874927727322	0.0084891100766788	7.03607994055767e-05	0.012007405575946	1	0	0.991418849279534	FALSE	3	2.51	0.0730869767030086	FALSE	3	97.44	6.78232870187426e-18	TRUE	0.866805151102022	38	0.991418849279534	0.106027585921266	5.82149880244207e-17	FBte0000359	AJ010298	GATE	Dmel	GATE	LTR_retrotransposon	LTR	BEL	Bel-Pao	Pao	Drosophila_melanogaster	100	1	1	BEL|LTR_Retrotransposon|Transposable_Element|Retrovirus;internal_portion|polyprotein|BATUMI_LTR|BATUMI_I.	LTR	RNA	8507
DME278684	0.0070983642116703	0.00764096187095455	0.000542597659284254	0.106267661297523	1	0.4	0.528956746430788	FALSE	3	1.66	0.191022086245285	FALSE	3	130.59	4.63016431241288e-20	TRUE	0.896591143270359	38	0.636323460963821	0.242904628188449	6.81295605969324e-19	FBte0000457	AJ278684	Rt1a	Dmel	Rt1a	non_LTR_retrotransposon	LINE	R1	R1	R1	Drosophila_melanogaster	98.01	1	NA	R1|Non-LTR_Retrotransposon|Transposable_Element|ORF1|ORF2;RT1|DMRT1|DMRT1A|Waldo-B.	non-LTR	RNA	5108
DME487856	0.0079112750542234	0.00817923025164434	0.000267955197420944	0.0480548458420729	1	0.18	0.677607854137713	FALSE	3	3.52	0.0240573224637828	FALSE	3	60.77	1.4434359479321e-14	TRUE	0.805234024207588	38	0.750468913722413	0.0393318129169782	5.50644083840764e-14	FBte0000304	AJ487856	Max-element	Dmel	Max-element	LTR_retrotransposon	LTR	BEL	Bel-Pao	Pao	Drosophila_melanogaster	100	1	NA	BEL|LTR_Retrotransposon|Transposable_Element|BCDRP_superfamily;BEL-PAO_superfamily|MAX|MAX_I|MAX_LTR|endogenous_retrovirus;polyprotein|internal_portion.	LTR	RNA	8556
DME9736	0.0107047109460636	0.0116602418713834	0.000955530925319826	0.123351875162166	1	15.67	0.00031928751404777	TRUE	3	7.13	0.000649556917992662	FALSE	3	17.16	3.31309522075051e-07	TRUE	0.644396031877414	38	0.00164433069734602	0.00215820524365304	4.31960516123168e-07	FBte0000104	AJ009736	Idefix	Dmel	Idefix	LTR_retrotransposon	LTR	Gypsy	Gypsy	Gypsy	Drosophila_melanogaster	99.968	1	NA	Gypsy|LTR_Retrotransposon|Transposable_Element|gag|pol;Gypsy_superfamily|env|internal_portion|IDEFIX_I|IDEFIX_LTR.	LTR	RNA	7411
DMGYPF1A	0.00259851446349906	0.00273536050190472	0.000136846038405666	0.0740438937778817	1	3.46	0.0704846072283683	FALSE	3	12.57	7.45130660028058e-06	TRUE	3	66.31	3.65044553211469e-15	TRUE	0.838187467140169	38	0.127366921833718	4.26380322127167e-05	1.50398355923125e-14	FBte0000021	M12927	gypsy	Dmel	gypsy	LTR_retrotransposon	LTR	Gypsy	Gypsy	Gypsy	Drosophila_melanogaster	100	1	NA	Gypsy|LTR_Retrotransposon|Transposable_Element|GYPSY_DM;GYPSY_I|GYPSY_I.|GYPSY_LTR|endogenous_retrovirus|env|gag;pol|internal_portion.	LTR	RNA	7469
DMHFL1	0.0130904716730538	0.013266811783688	0.000176340110634172	0.0193046297399092	1	0.85	0.361008755531588	FALSE	3	0.34	0.795442085975094	FALSE	3	59.9	1.80981511915965e-14	TRUE	0.795058308731808	38	0.482907815840955	0.819305348554347	6.65753418833728e-14	FBte0000154	M69216	hobo	Dmel	hobo	terminal_inverted_repeat_element	DNA	hAT	hAT	hAT	Drosophila_melanogaster	99.791	1	NA	hAT|DNA_transposon|Transposable_Element|DMHOBOG|HOBO;Autonomous_DNA_transposon|hAT_superfamily|transposase.	TIR	DNA	2959
DMIFACA	0.0171197933739071	0.0136793080283184	-0.00344048534558878	-0.323670036410752	1	8.65	0.00553227350068868	FALSE	3	12.13	1.02740045579543e-05	TRUE	3	21.08	3.2965637132809e-08	TRUE	0.69242080403812	38	0.0172673991082101	5.56959194457523e-05	4.71591753427684e-08	FBte0000133	M14954	I-element	Dmel	I-element	non_LTR_retrotransposon	LINE	I	I	I	Drosophila_melanogaster	99.963	1	NA	I|Non-LTR_Retrotransposon|Transposable_Element|DMI|I_DM.	non-LTR	RNA	5371
DMIS176	0.0140810620931281	0.0133704423989179	-0.000710619694210214	-0.0747089544575608	1	0.23	0.634066275090352	FALSE	3	3.76	0.0185123501753531	FALSE	3	12.35	8.75439801809412e-06	TRUE	0.480139785557972	38	0.711874090108868	0.0307543881945382	1.01314943355471e-05	FBte0000109	X01472	17.6	Dmel	17.6	LTR_retrotransposon	LTR	Gypsy	Gypsy	Gypsy	Drosophila_melanogaster	100	1	NA	Gypsy|LTR_Retrotransposon|Transposable_Element|transposon;reverse_transcriptase|Long_terminal_repeat|Repetitive_element;Copia-like_element|DM176.	LTR	RNA	7439
DMIS297	0.0175118034013201	0.0169112835798585	-0.000600519821461577	-0.0503414975037861	1	0.01	0.937601412868625	FALSE	3	0.65	0.586077501257328	FALSE	3	36.84	2.46801208677676e-11	TRUE	0.700945047467957	38	0.956167777479885	0.622329717829946	5.40862223272354e-11	FBte0000675	X03431	297	Dmel	297	LTR_retrotransposon	LTR	Gypsy	Gypsy	Gypsy	Drosophila_melanogaster	100	1	NA	Gypsy|LTR_Retrotransposon|Transposable_Element|DM297_I;DM297_LTR|endogenous_retrovirus|Gypsy_superfamily|env|gag;pol|internal_portion.	LTR	RNA	6995
DMLINEJA	0.0154058083205526	0.0154617206693092	5.59123487565878e-05	0.00522649911649283	1	0	0.979286677431345	FALSE	3	2.54	0.0710869942400271	FALSE	3	22.11	1.87660387055039e-08	TRUE	0.598036127261934	38	0.988887527210084	0.104599434381754	2.76128855238129e-08	FBte0000088	M22874	jockey	Dmel	jockey	non_LTR_retrotransposon	LINE	Jockey	Jockey	Jockey	Drosophila_melanogaster	100	1	NA	Jockey|Non-LTR_Retrotransposon|Transposable_Element;LINE_repetitive_sequence|dispersed_repetitive_element;long_interspersed_element|J1|LINEJ1_DM.	non-LTR	RNA	5020
DMMDG3	0.0077749213681784	0.0076856708448849	-8.92505232935074e-05	-0.0166568933358888	1	0.02	0.897435319831183	FALSE	3	4.64	0.00738205036794439	FALSE	3	19.08	1.03758818625081e-07	TRUE	0.587728436026008	38	0.933695332753655	0.0149088468215347	1.44421058356532e-07	FBte0000010	X95908	mdg3	Dmel	mdg3	LTR_retrotransposon	LTR	Gypsy	Gypsy	Gypsy	Drosophila_melanogaster	100	1	NA	Gypsy|LTR_Retrotransposon|Transposable_Element;Gypsy-like_retrotransposon_MDG3|LTR|MDG3_DM;mobile_dispersed_genetic_element.	LTR	RNA	5519
DMPOGOR11	0.0105869497238542	0.0112655932616588	0.000678643537804609	0.0896363050987791	1	6.2	0.0172439824481246	FALSE	3	4.86	0.0058513465653457	FALSE	3	14.21	2.31575363093385e-06	TRUE	0.556247341211252	38	0.0433202485891911	0.0126764954227326	2.90881248763642e-06	FBte0000568	X59837	pogo	Dmel	pogo	terminal_inverted_repeat_element	DNA	Mariner/Tc1	Tc1-Mariner	Pogo	Drosophila_melanogaster	100	1	NA	Mariner/Tc1|DNA_transposon|Transposable_Element|pogo;transposon.	TIR	DNA	2121
DMREPG	0.00541245053932418	0.00452131865744811	-0.000891131881876074	-0.259538335336196	1	21.67	3.87189504842714e-05	TRUE	3	3.88	0.0163869080884051	FALSE	3	50.82	2.26021555628988e-13	TRUE	0.798892116315181	38	0.00033233765832333	0.0276696972640283	6.84712359699581e-13	FBte0000657	X06950	G-element	Dmel	G-element	non_LTR_retrotransposon	LINE	Jockey	Jockey	Jockey	Drosophila_melanogaster	100	1	NA	Jockey|Non-LTR_Retrotransposon|Transposable_Element;G_LINE-like_retrotransposon|G_DM|ORF1|ORF2.	non-LTR	RNA	4346
DMRER1DM	0.0871077933995116	0.0822908733500443	-0.00481692004946727	-0.0820693660333447	1	5.17	0.0287641002820541	FALSE	3	1.43	0.249360901589682	FALSE	3	28.69	7.27418488479987e-10	TRUE	0.662981615306034	38	0.0644065723706864	0.295220377744106	1.24873507189064e-09	FBte0000118	X51968	R1A1-element	Dmel	R1A1-element	non_LTR_retrotransposon	LINE	Non-LTR_Retrotransposon	?	R1	Drosophila_melanogaster	100	1	NA	Non-LTR_Retrotransposon|Transposable_Element|transposon;reverse_transcriptase|integrase|retrotransposon|DMR1|R1_DM.	non-LTR	RNA	5356
DMRER2DM	0.0127134174516307	0.0125668347711066	-0.00014658268052414	-0.0167305669581909	1	0.29	0.595074522420557	FALSE	3	0.71	0.553543359350832	FALSE	3	11.5	1.65644016872148e-05	TRUE	0.399334158235346	38	0.688681750666487	0.593905895970164	1.85449279759035e-05	FBte0000030	X51967	R2-element	Dmel	R2-element	non_LTR_retrotransposon	LINE	R2	R2	R2	Drosophila_melanogaster	100	1	NA	R2|Non-LTR_Retrotransposon|Transposable_Element;reverse_transcriptase|protease|integrase|retrotransposon|LINE;R2_DM.	non-LTR	RNA	3607
DMRTMGD1	0.0122884245737339	0.0119876352484609	-0.000300789325272971	-0.0357528758665132	1	0.23	0.635848701844814	FALSE	3	11.19	2.11043426519972e-05	TRUE	3	49.42	3.44143379044751e-13	TRUE	0.795509857510351	38	0.711874090108868	0.000103511775864558	1.01276480118884e-12	FBte0000015	X59545	mdg1	Dmel	mdg1	LTR_retrotransposon	LTR	Gypsy	Gypsy	Gypsy	Drosophila_melanogaster	100	1	NA	Gypsy|LTR_Retrotransposon|Transposable_Element;LTR-retrotransposon|MDG1_I|MDG1_LTR|internal_portion.	LTR	RNA	7480
DMTHB1	0.00691602067257759	0.00751597897983011	0.00059995830725252	0.12001885060839	1	13.33	0.000784048495897807	FALSE	3	7.46	0.000478800504083485	TRUE	3	93.51	1.34979837541987e-17	TRUE	0.8729675688541	38	0.00367077250352155	0.00164388173068663	9.93065947630333e-17	FBte0000414	X01748	HB	Dmel	HB	terminal_inverted_repeat_element	DNA	Mariner/Tc1	Tc1-Mariner	Tc1	Drosophila_melanogaster	100	1	1	Mariner/Tc1|DNA_transposon|Transposable_Element;Repetitive_sequence|transposon|unidentified_reading_frame;DMFB4|FB4_DM.	TIR	DNA	1653
DMTN1731	0.00532268300193988	0.00562493499447853	0.000302251992538656	0.0796827760936997	1	0.78	0.382879929788414	FALSE	3	4.33	0.0101332659792764	FALSE	3	39.62	8.78900403426732e-12	TRUE	0.736291753596937	38	0.499197883141856	0.0200716614589513	2.15539860840365e-11	FBte0000003	X07656	1731	Dmel	1731	LTR_retrotransposon	LTR	Copia	Copia	Copia	Drosophila_melanogaster	100	1	NA	Copia|LTR_Retrotransposon|Transposable_Element|LTR|gag;retrotransposon|internal_portion|gene|DM1731|DM1731_LTR;DM1731_I.	LTR	RNA	4648
DMTOM1_LTR	0.00349955412837152	0.00357456464132638	7.50105129548547e-05	0.030596419041583	1	3.11	0.0856794152365087	FALSE	3	0.17	0.91872750694715	FALSE	3	28.35	8.50667701999787e-10	TRUE	0.644696128331136	38	0.147082996156007	0.9277346393682	1.43637333288489e-09	FBte0000400	NA	Tom1	Dmel	Tom1	LTR_retrotransposon	LTR	Gypsy	Gypsy	Gypsy	Drosophila_melanogaster	100	1	NA	Gypsy|LTR_Retrotransposon|Transposable_Element|DMTOM1_I;DMTOM1_LTR|Gypsy_group|Gypsy_superfamily;endogenous_retrovirus.	LTR	RNA	410
DMTRDNA	0.0113482914361427	0.0114004145394971	5.21231033543384e-05	0.00661117818291297	1	0.84	0.366441337110709	FALSE	3	0.62	0.605445752777545	FALSE	3	17.87	2.14545830261861e-07	TRUE	0.522785745190335	38	0.483890483620552	0.636335842204971	2.8707091323149e-07	FBte0000670	X80025	hopper	Dmel	hopper	terminal_inverted_repeat_element	DNA	Transib	Transib	Transib	Drosophila_melanogaster	100	1	1	Transib|DNA_transposon|Transposable_Element|Nonautonomous;nonautonomous_DNA_transposon|TIR|DMTRDNA|M4DM.	TIR	DNA	1435
DMU89994	0.00609035358067985	0.00622966507168892	0.00013931149100907	0.0326286136098771	1	3.73	0.0608951621923065	FALSE	3	4.95	0.00532234328730484	FALSE	3	34.24	6.81917207705211e-11	TRUE	0.717518562435835	38	0.114040031014683	0.0122302867821371	1.35072062295455e-10	FBte0000739	U89994	Burdock	Dmel	Burdock	LTR_retrotransposon	LTR	Gypsy	Gypsy	Gypsy	Drosophila_melanogaster	100	1	NA	Gypsy|LTR_Retrotransposon|Transposable_Element|BURDOCK_I;BURDOCK_LTR|gag|Gypsy_superfamily|pol|internal_portion.	LTR	RNA	6411
DMW1DOC	0.0349729538385717	0.0327008306048645	-0.00227212323370726	-0.0969123713401624	1	3.97	0.0536370983836064	FALSE	3	1.72	0.179152876791636	FALSE	3	17.87	2.14606410862376e-07	TRUE	0.553230904520815	38	0.10624271410599	0.230659328869231	2.8707091323149e-07	FBte0000341	X17551	Doc	Dmel	Doc	non_LTR_retrotransposon	LINE	Jockey	Jockey	Jockey	Drosophila_melanogaster	100	1	NA	Jockey|Non-LTR_Retrotransposon|Transposable_Element|ORF1|ORF2;LINE-like_retrotransposon|DOC.	non-LTR	RNA	4725
