TEfam	flybase_name	fb_id	TEsubclass	TEclass	Mean_Cont	Mean_Sel	diff_Freq	log2diff_Freq	Df_Regime	Fvalue_Regime	pval_Regime	Df_nested	Fvalue_nested	pval_nested	Df_Resid	fdr_Regime
DME487856	Max-element	FBte0000304	LTR	RNA	0.531	0.789	0.258	0.572	1	7.78104874840521	0.00804698213605175	8	1.26435952795988	0.289102984596769	40	0.0173513052308616
DME9736	Idefix	FBte0000104	LTR	RNA	0.441	0.578	0.137	0.391	1	4.03948686708585	0.0489503548128006	8	0.916628127227214	0.50923947684737	60	0.0734255322192009
DMGYPF1A	gypsy	FBte0000021	LTR	RNA	0.35	0.488	0.139	0.482	1	2.04841383426853	0.167806206065193	8	1.11257753605743	0.396054061986515	20	0.196247935906751
DMHFL1	hobo	FBte0000154	TIR	DNA	0.2	0.417	0.217	1.058	1	NA	NA	8	NA	NA	0	NA
DMIFACA	I-element	FBte0000133	non-LTR	RNA	0.584	0.802	0.218	0.459	1	11.1662750169094	0.00158244300158378	8	2.42862574067289	0.0266034288314382	50	0.00474732900475134
DMIS176	17.6	FBte0000109	LTR	RNA	0.604	0.749	0.146	0.312	1	2.80014931161881	0.125200058548057	8	1.61393544702131	0.235134784380633	10	0.148944897238206
DMIS297	297	FBte0000675	LTR	RNA	0.449	0.698	0.248	0.635	1	23.5050688764795	2.79564509175224e-06	8	2.06220105196918	0.042097967411897	170	3.21499185551508e-05
DMLINEJA	jockey	FBte0000088	non-LTR	RNA	0.195	0.192	-0.003	-0.021	1	NA	NA	8	NA	NA	0	NA
DMMDG3	mdg3	FBte0000010	LTR	RNA	0.674	0.794	0.12	0.236	1	2.58099829404934	0.1238272665226	8	0.412641332154243	0.899873672409289	20	0.148944897238206
DMREPG	G-element	FBte0000657	non-LTR	RNA	0.385	0.696	0.311	0.855	1	3.54510806997749	0.0891054624363506	8	0.387729397645649	0.903713680621563	10	0.116005224681287
DMRER2DM	R2-element	FBte0000030	non-LTR	RNA	0.629	0.716	0.087	0.187	1	0.59066630453525	0.451142077132546	8	1.17051172465267	0.363455764608263	20	0.471648535184025
DMRTMGD1	mdg1	FBte0000015	LTR	RNA	0.725	0.745	0.02	0.038	1	0.000711165557862527	0.979249463846834	8	0.221060808561065	0.978512549274938	10	0.983487286191981
DMTHB1	HB	FBte0000414	TIR	DNA	0.446	0.667	0.221	0.581	1	4.73423871083664	0.034320654400108	8	0.882254640482121	0.537944973029406	50	0.0538210262183512
DMTN1731	1731	FBte0000003	LTR	RNA	0.805	0.987	0.182	0.294	1	NA	NA	8	NA	NA	0	NA
DMTNFB	FB	FBte0000288	FB	DNA	0.678	0.605	-0.072	-0.163	1	NA	NA	8	NA	NA	0	NA
DMTOM1_LTR	Tom1	FBte0000400	LTR	RNA	0.543	0.985	0.441	0.858	1	NA	NA	8	NA	NA	0	NA
DMTRDNA	hopper	FBte0000670	TIR	DNA	0.62	0.76	0.141	0.295	1	1.20343344385452	0.28566973033185	8	0.474781442218742	0.859580044071922	20	0.312876371315836
DMU89994	Burdock	FBte0000739	LTR	RNA	0.154	0.596	0.442	1.949	1	NA	NA	8	NA	NA	0	NA
DMW1DOC	Doc	FBte0000341	non-LTR	RNA	0.603	0.773	0.17	0.358	1	4.19493727427883	0.0449282830915421	8	0.588680238608671	0.783307007141328	60	0.0688900340736979
DOC2	Doc2-element	FBte0000103	non-LTR	RNA	0.597	0.886	0.29	0.571	1	26.4348908192843	4.55186721934701e-06	8	1.20341648965554	0.316282897348192	50	4.48684054478491e-05
DOC3	Doc3-element	FBte0001140	non-LTR	RNA	0.59	0.814	0.223	0.463	1	16.6984564410727	7.95067272219765e-05	8	4.22890201927206	0.000170410384095046	120	0.000342872761144774
DOC4	Doc4-element	FBte0001039	non-LTR	RNA	0.454	0.807	0.354	0.832	1	35.6983673961817	8.67878566268499e-08	8	3.58665601588533	0.00153297526653974	70	1.99612070241755e-06
DOC5	Porto1	FBte0000791	non-LTR	RNA	0.454	0.677	0.222	0.574	1	9.04139024669072	0.00385129084030218	8	1.28388139441314	0.269088215541252	60	0.0100180098982131
F	F-element	FBte0000005	non-LTR	RNA	0.591	0.706	0.115	0.256	1	2.76634639259525	0.100178708484483	8	1.73674195281739	0.102561859878809	80	0.125678743371442
FROGGER	frogger	FBte0000314	LTR	RNA	0.555	0.732	0.177	0.398	1	4.89566637775869	0.0326953255062995	8	0.904973126070358	0.521953111957452	40	0.0524645920915039
FW2	Fw2	FBte0001002	non-LTR	RNA	0.588	0.917	0.329	0.642	1	13.3535386923504	0.00157646168132658	8	1.19389702189328	0.350945080962873	20	0.00474732900475134
FW3	Fw3	FBte0000636	non-LTR	RNA	0.458	0.886	0.427	0.95	1	NA	NA	8	NA	NA	0	NA
G3	G3	FBte0001171	non-LTR	RNA	0.432	0.719	0.287	0.734	1	10.6274384088448	0.00392009082973555	8	1.94511649718352	0.108737686377838	20	0.0100180098982131
G4_DM	G4	FBte0000290	non-LTR	RNA	0.64	0.88	0.24	0.458	1	31.2551238023141	1.77677062654517e-06	8	4.12825168914129	0.00115523683854554	40	2.45194346463233e-05
G5_DM	G5	FBte0001128	non-LTR	RNA	0.621	0.83	0.208	0.417	1	8.97835486380639	0.00467500142828195	8	2.57381537588003	0.0228656236617379	40	0.0115205392339805
G5A	G5A	FBte0000174	non-LTR	RNA	0.527	0.576	0.05	0.13	1	0.000450305699175057	0.983487286191981	8	0.300048469149136	0.949425992429904	10	0.983487286191981
G6_DM	G6	FBte0000958	non-LTR	RNA	0.595	0.893	0.299	0.587	1	NA	NA	8	NA	NA	0	NA
G7	G7	FBte0000690	non-LTR	RNA	0.506	0.728	0.221	0.523	1	NA	NA	8	NA	NA	0	NA
GTWIN	gtwin	FBte0001062	LTR	RNA	0.773	0.866	0.093	0.164	1	NA	NA	8	NA	NA	0	NA
GYPSY10	gypsy10	FBte0000351	LTR	RNA	0.533	0.799	0.266	0.584	1	22.1895466012727	2.00292091358621e-05	8	3.06265924050078	0.00694429473976791	50	0.000126374416635666
GYPSY11	gypsy11	FBte0001041	LTR	RNA	0.532	0.852	0.32	0.68	1	22.0027732307024	1.61811609842514e-05	8	2.15869138544896	0.0436843834316434	60	0.000126374416635666
GYPSY12	gypsy12	FBte0001136	LTR	RNA	0.39	0.65	0.26	0.736	1	5.0761172603067	0.0317265821824738	8	1.47623546048317	0.207362851801691	30	0.0524645920915039
GYPSY2	gypsy2	FBte0001040	LTR	RNA	0.661	0.778	0.116	0.234	1	3.51980111543633	0.0642868707934024	8	1.91404513528739	0.069109617450403	80	0.0905264098927503
GYPSY3	gypsy3	FBte0001030	LTR	RNA	0.547	0.765	0.218	0.483	1	3.85248316164182	0.0590040203234451	8	0.910637041735293	0.520991161255145	30	0.0866229234535683
GYPSY4	gypsy4	FBte0000688	LTR	RNA	0.704	0.966	0.262	0.457	1	NA	NA	8	NA	NA	0	NA
GYPSY6	gypsy6	FBte0001175	LTR	RNA	0.46	0.753	0.293	0.712	1	4.45486251605375	0.0609750027329452	8	0.724440097158508	0.669472455390858	10	0.0876515664286087
GYPSY7	gypsy7	FBte0000171	LTR	RNA	0.456	0.863	0.407	0.922	1	25.2067625485468	2.19781594148984e-05	8	2.42060525354385	0.037819214752888	30	0.000126374416635666
GYPSY8	gypsy8	FBte0000168	LTR	RNA	0.336	0.448	0.111	0.413	1	2.46707421726929	0.124131821626006	8	1.66662785818186	0.136966932696752	40	0.148944897238206
GYPSY9	gypsy9	FBte0000764	LTR	RNA	0.623	0.854	0.231	0.455	1	6.99989814309362	0.0128518280551064	8	3.56423314055639	0.00513437289650418	30	0.0246326704389539
HEL	Helena	FBte0000984	non-LTR	RNA	0.616	0.928	0.312	0.591	1	NA	NA	8	NA	NA	0	NA
INE1	INE-1	FBte0000312	TIR	DNA	0.211	0.406	0.194	0.94	1	13.2613952014097	0.000479203307792434	8	1.74576073591347	0.100549457679425	80	0.00174026464408831
INVADER	invader1	FBte0000357	LTR	RNA	0.453	0.799	0.346	0.818	1	19.5379810681429	7.35069092440999e-05	8	1.34214598424955	0.251501416774206	40	0.00033813178252286
INVADER2	invader2	FBte0001084	LTR	RNA	0.587	0.751	0.164	0.355	1	5.50434168559451	0.0240119724901164	8	1.27175555784321	0.285337042241606	40	0.0424827205594367
INVADER3	invader3	FBte0000619	LTR	RNA	0.553	0.733	0.18	0.407	1	3.90761865130381	0.0762812975090556	8	3.46368107620928	0.0349632064617342	10	0.104698289562861
INVADER4	invader4	FBte0000292	LTR	RNA	0.518	0.796	0.277	0.618	1	5.44080382719567	0.0302315432311335	8	1.26790966405463	0.313755385652411	20	0.0521494120737053
IVK	Ivk	FBte0000608	non-LTR	RNA	0.61	0.852	0.242	0.483	1	6.19282033333184	0.0320704252271544	8	2.21699790887405	0.118694120472882	10	0.0524645920915039
JOCKEY2	jockey2	FBte0001092	non-LTR	RNA	0.123	0.565	0.442	2.195	1	NA	NA	8	NA	NA	0	NA
LOOPER1_DM	looper1	FBte0000323	TIR	DNA	0.584	0.903	0.319	0.628	1	NA	NA	8	NA	NA	0	NA
MARINER2	mariner2	FBte0001033	TIR	DNA	0.563	0.744	0.181	0.402	1	11.5111245942718	0.000992464668401969	8	2.81244386004584	0.00745287565570649	100	0.00342400310598679
McCLINTOCK	McClintock	FBte0000926	LTR	RNA	0.437	0.246	-0.191	-0.828	1	NA	NA	8	NA	NA	0	NA
QBERT	accord2	FBte0001166	LTR	RNA	0.698	0.926	0.228	0.408	1	22.1523039054643	2.02998471384327e-05	8	5.81726993559292	2.99325358513172e-05	50	0.000126374416635666
QUASIMODO	Quasimodo	FBte0000640	LTR	RNA	0.489	0.74	0.252	0.6	1	13.7515598575059	0.000383335607703566	8	1.69314834779756	0.112821374010518	80	0.00146945316286367
R1-2	R1-2	FBte0000720	non-LTR	RNA	0.401	0.872	0.471	1.121	1	NA	NA	8	NA	NA	0	NA
ROOA_LTR	rooA	FBte0000765	LTR	RNA	0.489	0.752	0.263	0.62	1	35.9988848551204	2.14924942440163e-08	8	4.76558485412743	4.21788115627033e-05	120	7.41491051418562e-07
ROXELEMENT	X-element	FBte0001160	non-LTR	RNA	0.254	0.501	0.247	0.979	1	7.48059426478591	0.0103684566355157	8	1.13198173098731	0.371086974623099	30	0.0213716719743476
RT1B	Rt1b	FBte0000603	non-LTR	RNA	0.449	0.7	0.251	0.641	1	20.141868491652	1.66096281706655e-05	8	2.63425602746808	0.0107574579169313	120	0.000126374416635666
RT1C	Rt1c	FBte0000666	non-LTR	RNA	0.366	0.622	0.256	0.764	1	19.0965673749816	3.69752178272343e-05	8	2.48111610155071	0.018574436023637	80	0.000196253079236859
S2	S2	FBte0000709	TIR	DNA	0.464	0.782	0.317	0.752	1	14.3818085677972	0.00352984959476485	8	1.93854491294868	0.161574979931148	10	0.0100180098982131
SPRINGER	springer	FBte0000333	LTR	RNA	0.288	0.26	-0.028	-0.15	1	NA	NA	8	NA	NA	0	NA
STALKER	Stalker	FBte0001066	LTR	RNA	0.384	0.832	0.448	1.117	1	NA	NA	8	NA	NA	0	NA
STALKER4	Stalker4	FBte0000151	LTR	RNA	0.679	0.823	0.143	0.276	1	7.95201872501482	0.00550089831493218	8	2.26252277239223	0.0263770154334814	140	0.0130883442665628
TC1	Tc1	FBte0000927	TIR	DNA	0.37	0.656	0.286	0.825	1	7.30168588075057	0.0112258447603612	8	1.19119400140143	0.336997869143111	30	0.0221309510989978
TC1-2	Tc1-2	FBte0000838	TIR	DNA	0.601	0.784	0.183	0.383	1	7.63761330043593	0.00757996384605333	8	1.27978018330473	0.271179176053734	60	0.0168715324315381
TC3	Tc3	FBte0000044	TIR	DNA	0.587	0.908	0.321	0.63	1	46.9726710477871	4.43854000189777e-05	8	9.57730584000752	0.000848725098546294	10	0.000218756614379247
Tinker	diver	FBte0000001	LTR	RNA	0.649	0.85	0.201	0.388	1	2.05842726335963	0.181892132473133	8	0.96490164949768	0.510595517278088	10	0.209175952344103
TRANSIB1	transib1	FBte0000626	TIR	DNA	0.514	0.663	0.149	0.367	1	3.08155644940047	0.0944907955905137	8	0.783615570015845	0.62230244559764	20	0.120738238810101
TRANSIB2	transib2	FBte0000885	TIR	DNA	0.43	0.504	0.074	0.229	1	0.593941715644084	0.444525434809126	8	1.50562371684944	0.17914531109112	50	0.471648535184025
TRANSIB3	transib3	FBte0000725	TIR	DNA	0.544	0.768	0.225	0.499	1	7.9428856535812	0.00689814973897352	8	1.33989108342753	0.246192967545129	50	0.0158657443996391
TRANSIB4	transib4	FBte0001174	TIR	DNA	0.537	0.733	0.196	0.449	1	3.46646746779367	0.0773856922855931	8	1.7644929556387	0.144489530269384	20	0.104698289562861
