TEfam	flybase_name	fb_id	TEsubclass	TEclass	Mean_Cont	Mean_Sel	diff_Freq	log2diff_Freq	Df_Regime	Fvalue_Regime	pval_Regime	Df_nested	Fvalue_nested	pval_nested	Df_Resid	fdr_Regime
DMRTMGD1	mdg1	FBte0000015	LTR	RNA	0.126	0.119	-0.008	-0.091	1	0.00360391454290292	0.952167369910137	4	0.127003950782174	0.972598806120745	318	0.999624278339843
DMTHB1	HB	FBte0000414	TIR	DNA	0.302	0.297	-0.005	-0.022	1	0.00957311091708304	0.922153602402714	4	0.0892814362482376	0.985727066788659	204	0.999624278339843
DMTN1731	1731	FBte0000003	LTR	RNA	0.379	0.379	0	0	1	0.0036813132409953	0.952021382229005	4	0.153478415257978	0.959946404240845	30	0.999624278339843
DMTNFB	FB	FBte0000288	FB	DNA	0.193	0.191	-0.002	-0.013	1	0.0191407535594821	0.890018330770935	4	0.237185445651679	0.917322274554247	510	0.999624278339843
DMTOM1_LTR	Tom1	FBte0000400	LTR	RNA	0.46	0.498	0.038	0.116	1	0.273583068696849	0.602864622570947	4	0.136048889286706	0.968382286060675	60	0.999624278339843
DMTRDNA	hopper	FBte0000670	TIR	DNA	0.167	0.173	0.006	0.048	1	0.29435581563018	0.587772848812934	4	0.134985691414569	0.969387092302277	366	0.999624278339843
DMU89994	Burdock	FBte0000739	LTR	RNA	0.167	0.177	0.01	0.082	1	0.29219907654741	0.589585691138328	4	0.183910349512422	0.946484819213708	156	0.999624278339843
DMW1DOC	Doc	FBte0000341	non-LTR	RNA	0.22	0.207	-0.013	-0.086	1	0.100207547608577	0.751716632232715	4	0.0498890946026341	0.995324529353305	486	0.999624278339843
DMZAM	ZAM	FBte0000217	LTR	RNA	0.306	0.287	-0.018	-0.089	1	0.0114688760950446	0.915225258533374	4	0.018500201459414	0.999301959092049	42	0.999624278339843
DOC2	Doc2-element	FBte0000103	non-LTR	RNA	0.465	0.462	-0.003	-0.009	1	0.000166905542861956	0.989722897121561	4	0.0106032986205096	0.999773167121809	84	0.999624278339843
DOC3	Doc3-element	FBte0001140	non-LTR	RNA	0.559	0.553	-0.006	-0.016	1	7.34771044961219e-05	0.993168625701265	4	0.0377508052849327	0.997266634134492	216	0.999624278339843
DOC4	Doc4-element	FBte0001039	non-LTR	RNA	0.608	0.611	0.004	0.009	1	0.00282877311553508	0.957681797332061	4	0.0736558539771221	0.990011267602555	108	0.999624278339843
DOC5	Porto1	FBte0000791	non-LTR	RNA	0.415	0.396	-0.019	-0.067	1	0.300213546610792	0.584405518871649	4	0.098924190693751	0.98268958298774	186	0.999624278339843
F	F-element	FBte0000005	non-LTR	RNA	0.136	0.133	-0.003	-0.03	1	0.0478341329392408	0.826943448326783	4	0.189931658654408	0.94367167187685	660	0.999624278339843
FROGGER	frogger	FBte0000314	LTR	RNA	0.595	0.633	0.038	0.089	1	0.191521448311546	0.663895674055658	4	0.124023367955154	0.973033885979077	42	0.999624278339843
FW2	Fw2	FBte0001002	non-LTR	RNA	0.693	0.713	0.021	0.043	1	0.0458840403921445	0.831193542164549	4	0.0362363076312519	0.997413749194238	54	0.999624278339843
FW3	Fw3	FBte0000636	non-LTR	RNA	0.347	0.291	-0.056	-0.254	1	0.368444010395668	0.549553587567517	4	0.0309401733206312	0.998022855752828	24	0.999624278339843
G2	G2	FBte0000800	non-LTR	RNA	0.161	0.141	-0.02	-0.193	1	0.202664714100499	0.653390747849683	4	0.0595347855564376	0.99335742417937	120	0.999624278339843
G3	G3	FBte0001171	non-LTR	RNA	0.373	0.377	0.004	0.015	1	0.00073649670644784	0.978439352739761	4	0.0568692162578685	0.993832254587581	60	0.999624278339843
G4_DM	G4	FBte0000290	non-LTR	RNA	0.422	0.427	0.006	0.019	1	0.00507526004281968	0.943257656839044	4	0.0709806047119354	0.990773966865566	276	0.999624278339843
G5_DM	G5	FBte0001128	non-LTR	RNA	0.455	0.455	0	0	1	0.0137768758991804	0.906698319310424	4	0.0428284343875967	0.996499019192916	174	0.999624278339843
G5A	G5A	FBte0000174	non-LTR	RNA	0.327	0.356	0.029	0.123	1	0.807030666944204	0.370161022940064	4	0.181531898093893	0.947755873685051	186	0.999624278339843
G6_DM	G6	FBte0000958	non-LTR	RNA	0.265	0.273	0.008	0.044	1	0.00195091909954395	0.964952764115625	4	0.268646680414374	0.896706520084001	48	0.999624278339843
G7	G7	FBte0000690	non-LTR	RNA	0.469	0.466	-0.004	-0.011	1	0.0195902638586699	0.890241741249881	4	0.0273418548814519	0.998410757620168	18	0.999624278339843
GTWIN	gtwin	FBte0001062	LTR	RNA	0.461	0.483	0.022	0.069	1	0.0292591954262694	0.867032345823603	4	0.311485791314887	0.864829701677279	12	0.999624278339843
GYPSY10	gypsy10	FBte0000351	LTR	RNA	0.637	0.63	-0.006	-0.015	1	0.00266307108115847	0.958986378147587	4	0.0341519555042863	0.997714594331711	72	0.999624278339843
GYPSY11	gypsy11	FBte0001041	LTR	RNA	0.463	0.476	0.013	0.04	1	0.00593538964497516	0.939102074741111	4	0.107928744428732	0.978835915087986	30	0.999624278339843
GYPSY12	gypsy12	FBte0001136	LTR	RNA	0.612	0.568	-0.044	-0.107	1	0.198022802571171	0.658985774555475	4	0.121023184615903	0.974079663408767	36	0.999624278339843
GYPSY2	gypsy2	FBte0001040	LTR	RNA	0.432	0.405	-0.027	-0.093	1	0.263118681115008	0.609163991242173	4	0.294468661537408	0.880917892059472	96	0.999624278339843
GYPSY3	gypsy3	FBte0001030	LTR	RNA	0.861	0.801	-0.06	-0.104	1	1.2418444497658	0.307753361587177	4	2.9845494014642	0.112134577237599	6	0.999624278339843
GYPSY4	gypsy4	FBte0000688	LTR	RNA	0.477	0.461	-0.016	-0.048	1	0.0664428864895779	0.797470190897415	4	0.0263309047031772	0.998619656607747	60	0.999624278339843
GYPSY5	gypsy5	FBte0000308	LTR	RNA	0.149	0.156	0.007	0.07	1	0.141372416597072	0.711315249207529	4	0.339515892625195	0.847723644747509	18	0.999624278339843
GYPSY6	gypsy6	FBte0001175	LTR	RNA	0.541	0.56	0.02	0.051	1	0.0358207906468708	0.850949099631368	4	0.168090284229812	0.953240481149152	36	0.999624278339843
GYPSY7	gypsy7	FBte0000171	LTR	RNA	0.625	0.602	-0.022	-0.053	1	0.0419603489716524	0.838684879486894	4	0.103810883527822	0.980557732582096	42	0.999624278339843
GYPSY8	gypsy8	FBte0000168	LTR	RNA	0.373	0.373	0	-0.002	1	0.00016910780168095	0.989653268994566	4	0.0384724070141428	0.997131208161386	90	0.999624278339843
GYPSY9	gypsy9	FBte0000764	LTR	RNA	0.595	0.577	-0.017	-0.043	1	0.0213416603811707	0.884829263591231	4	0.0189835950037194	0.99925287813102	30	0.999624278339843
HEL	Helena	FBte0000984	non-LTR	RNA	0.351	0.357	0.006	0.025	1	0.00682162294515211	0.934518543161099	4	0.156960433545962	0.958908766199886	48	0.999624278339843
HELITRON1_DM	Helitron	FBte0000170	Helitron	DNA	0.514	0.642	0.127	0.319	1	NA	NA	4	NA	NA	0	NA
HOPPER2	hopper2	FBte0000930	TIR	DNA	0.184	0.161	-0.022	-0.188	1	0.132158066743275	0.718754251596579	4	0.0759023356991655	0.989027634334708	30	0.999624278339843
INE1	INE-1	FBte0000312	TIR	DNA	0.189	0.187	-0.002	-0.017	1	0.0187877642789271	0.890993043506853	4	0.144221599103071	0.965570874975215	1686	0.999624278339843
INVADER	invader1	FBte0000357	LTR	RNA	0.503	0.561	0.058	0.157	1	0.735213531090123	0.393097233423505	4	0.194555975368337	0.940768594078327	108	0.999624278339843
INVADER2	invader2	FBte0001084	LTR	RNA	0.443	0.44	-0.003	-0.01	1	0.00591419665475437	0.938806811276702	4	0.173819063066876	0.951525929795505	144	0.999624278339843
INVADER3	invader3	FBte0000619	LTR	RNA	0.339	0.361	0.023	0.093	1	0.135344095958134	0.714033523445557	4	0.0644483654693241	0.992197445797713	72	0.999624278339843
INVADER4	invader4	FBte0000292	LTR	RNA	0.434	0.431	-0.003	-0.01	1	0.00115780542972457	0.972907386587611	4	0.138356221672583	0.967779573802839	132	0.999624278339843
INVADER5	invader5	FBte0000188	LTR	RNA	0.344	0.375	0.031	0.125	1	0.154371447536571	0.697170437165378	4	0.0789852958443055	0.988172194491284	30	0.999624278339843
INVADER6	invader6	FBte0000591	LTR	RNA	0.48	0.517	0.037	0.107	1	0.0314515431503725	0.865072245951541	4	0.0464326216833481	0.994804883278987	6	0.999624278339843
IVK	Ivk	FBte0000608	non-LTR	RNA	0.269	0.291	0.022	0.111	1	0.456496876797141	0.500009055059668	4	0.188566576043385	0.944184065260844	210	0.999624278339843
JOCKEY2	jockey2	FBte0001092	non-LTR	RNA	0.34	0.333	-0.007	-0.031	1	0.00621871844226139	0.937269995279952	4	0.337165672344982	0.85247752862016	126	0.999624278339843
JUAN	Juan	FBte0000982	non-LTR	RNA	0.119	0.113	-0.006	-0.079	1	0.0124863866190845	0.911183186459147	4	0.234106937690009	0.91877504604252	144	0.999624278339843
LOOPER1_DM	looper1	FBte0000323	TIR	DNA	0.474	0.496	0.022	0.066	1	0.0277640476049872	0.868464362624647	4	0.0168963883190756	0.99941638250034	42	0.999624278339843
MARINER2	mariner2	FBte0001033	TIR	DNA	0.483	0.468	-0.014	-0.043	1	0.0965648174074908	0.756211789894562	4	0.093225127945387	0.984555181621869	294	0.999624278339843
McCLINTOCK	McClintock	FBte0000926	LTR	RNA	0.188	0.163	-0.025	-0.205	1	0.00234341484862047	0.961619893270528	4	0.218010011432253	0.926932105363496	42	0.999624278339843
OPUS	opus	FBte0000918	LTR	RNA	0.099	0.094	-0.005	-0.072	1	0.000314628497177657	0.985861149304878	4	0.405096168386469	0.80492080722429	270	0.999624278339843
OSV	Osvaldo	FBte0000587	LTR	RNA	0.201	0.21	0.009	0.063	1	0.124586111464168	0.736182107061767	4	0.588841469840853	0.683466846583479	6	0.999624278339843
PPI251	P-element	FBte0000037	TIR	DNA	0.109	0.097	-0.012	-0.17	1	0.133890715169542	0.714630031337167	4	0.685593359680955	0.60227341483018	390	0.999624278339843
QBERT	accord2	FBte0001166	LTR	RNA	0.654	0.665	0.011	0.023	1	0.00181980328266219	0.966130589896609	4	0.0156194186748779	0.999505168597885	54	0.999624278339843
QUASIMODO	Quasimodo	FBte0000640	LTR	RNA	0.245	0.238	-0.007	-0.041	1	0.0142212843255002	0.905156341354124	4	0.415411039613011	0.79750147450083	294	0.999624278339843
R1-2	R1-2	FBte0000720	non-LTR	RNA	0.684	0.702	0.018	0.038	1	0.0462577116110276	0.831163468134266	4	0.0934781503236368	0.983783553662854	30	0.999624278339843
ROOA_LTR	rooA	FBte0000765	LTR	RNA	0.509	0.515	0.005	0.015	1	0.0739012951772872	0.785966962073044	4	0.184441124228807	0.946350986975613	246	0.999624278339843
ROVER	rover	FBte0000692	LTR	RNA	0.214	0.231	0.017	0.113	1	0.214378665173496	0.645031909891441	4	0.159878482224126	0.957743058347668	60	0.999624278339843
ROXELEMENT	X-element	FBte0001160	non-LTR	RNA	0.278	0.279	0.001	0.004	1	0.058766675531418	0.808673908041135	4	0.0604087052173622	0.993213820437272	228	0.999624278339843
RT1B	Rt1b	FBte0000603	non-LTR	RNA	0.236	0.236	0.001	0.003	1	0.0640786114919312	0.800331910668504	4	0.0885339868969427	0.985986197846591	306	0.999624278339843
RT1C	Rt1c	FBte0000666	non-LTR	RNA	0.389	0.376	-0.013	-0.048	1	0.121675176496968	0.727903795478583	4	0.0680269927682706	0.991414011129881	108	0.999624278339843
S2	S2	FBte0000709	TIR	DNA	0.362	0.365	0.003	0.012	1	0.014612918348263	0.903951502407705	4	0.0959469060257348	0.983612645645005	144	0.999624278339843
SPRINGER	springer	FBte0000333	LTR	RNA	0.207	0.223	0.015	0.103	1	0.220026019296813	0.640235277552588	4	0.0411676527334996	0.99672285303502	84	0.999624278339843
STALKER	Stalker	FBte0001066	LTR	RNA	0.344	0.318	-0.026	-0.113	1	0.0657185891976585	0.800582692585806	4	0.0820676713338554	0.986880361948133	18	0.999624278339843
STALKER2	Stalker2	FBte0000472	LTR	RNA	0.115	0.16	0.045	0.478	1	3.8756378079283	0.0522893336807804	4	0.131567501461633	0.970430710680211	84	0.999624278339843
STALKER3	Stalker3	FBte0001157	LTR	RNA	0.59	0.624	0.034	0.081	1	NA	NA	4	NA	NA	0	NA
STALKER4	Stalker4	FBte0000151	LTR	RNA	0.359	0.359	0	-0.001	1	0.00394526338580774	0.949964271498272	4	0.0115690038890315	0.999734474578883	264	0.999624278339843
TABOR	Tabor	FBte0000974	LTR	RNA	0.084	0.08	-0.004	-0.067	1	0.849593638801591	0.359745643506721	4	0.416122285323924	0.796486511115622	72	0.999624278339843
TARTC	TART-C	FBte0001208	non-LTR	RNA	0.017	0.058	0.041	1.762	1	NA	NA	4	NA	NA	0	NA
TC1	Tc1	FBte0000927	TIR	DNA	0.442	0.449	0.007	0.024	1	0.0412319728832475	0.839231272342386	4	0.149835498808773	0.962978681528521	294	0.999624278339843
TC1-2	Tc1-2	FBte0000838	TIR	DNA	0.47	0.472	0.002	0.005	1	6.01203463622415e-05	0.993819763790952	4	0.0723941657033512	0.990414100732084	246	0.999624278339843
TC3	Tc3	FBte0000044	TIR	DNA	0.431	0.409	-0.021	-0.073	1	0.143616724971077	0.705548527478662	4	0.145334251611602	0.964651745216315	96	0.999624278339843
Tinker	diver	FBte0000001	LTR	RNA	0.204	0.203	-0.001	-0.007	1	0.000277368724745807	0.986762577392005	4	0.382292108569487	0.820528687198586	66	0.999624278339843
TIRANT	Tirant	FBte0000179	LTR	RNA	0.113	0.097	-0.015	-0.213	1	0.00724846547785137	0.932269999072364	4	1.00959617026298	0.4046145179707	144	0.999624278339843
TRANSIB1	transib1	FBte0000626	TIR	DNA	0.257	0.327	0.07	0.349	1	1.32937528290564	0.256514744257955	4	0.219440701320613	0.925855792684462	36	0.999624278339843
TRANSIB2	transib2	FBte0000885	TIR	DNA	0.343	0.357	0.013	0.055	1	0.168206332539053	0.682182844721354	4	0.248508803444558	0.910295681216554	186	0.999624278339843
TRANSIB3	transib3	FBte0000725	TIR	DNA	0.499	0.511	0.011	0.032	1	0.0533957742082579	0.817598583473527	4	0.0372255897821936	0.997327846465033	138	0.999624278339843
TRANSIB4	transib4	FBte0001174	TIR	DNA	0.369	0.366	-0.003	-0.01	1	0.00214097160034201	0.963234266875187	4	0.0337057463309182	0.997767559422507	66	0.999624278339843
